theory_id,paper_url,paper_name,paper_year,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,C1,C2,C3,C4
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708161/,Different Effects of High-Fat/High-Sucrose and High-Fructose Diets on Advanced Glycation End-Product Accumulation and on Mitochondrial Involvement in Heart and Skeletal Muscle in Mice,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T5854,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708185/,Evidence for the role of selection for reproductively advantageous alleles in human aging,2023,No,True,True,True,True,False,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708263/,Exercise and Caloric Restriction Exert Different Benefits on Skeletal Muscle Metabolism in Aging Condition,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708480/,The IRONy in Athletic Performance,2023,No,False,False,False,False,True,False,False,False,False,False,False,False
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708505/,The Beneficial Effects of Dietary Interventions on Gut Microbiota—An Up-to-Date Critical Review and Future Perspectives,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10708518/,NanoBubble-Mediated Oxygenation: Elucidating the Underlying Molecular Mechanisms in Hypoxia and Mitochondrial-Related Pathologies,2023,No,False,False,False,False,False,False,False,False,False,False,False,False
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10709416/,A naturally occurring polyacetylene isolated from carrots promotes health and delays signatures of aging,2023,"Yes, but not shown",False,False,False,False,False,False,False,True,False,False,False,False
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10709625/,Downregulation of mitochondrial metabolism is a driver for fast skeletal muscle loss during mouse aging,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10709984/,Geroprotector drugs and exercise: friends or foes on healthy longevity?,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10710422/,Senescence-associated 13-HODE production promotes age-related liver steatosis by directly inhibiting catalase activity,2023,No,False,False,False,False,False,False,False,False,True,True,False,False
T2620,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10711841/,Why osteoarthritis of the knee is called “a wound that does not heal” and why Tai Chi is an effective treatment,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10712426/,Association of Air Pollution with a Urinary Biomarker of Biological Aging and Effect Modification by Vitamin K in the FLEMENGHO Prospective Population Study,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10713167/,"Visualization analysis of exercise intervention on Alzheimer disease based on bibliometrics: Trends, hotspots and topics",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10713413/,"Chronological aging impacts abundance, function and microRNA content of extracellular vesicles produced by human epidermal keratinocytes",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10713431/,Nectandrin B significantly increases the lifespan of Drosophila - Nectandrin B for longevity,2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,False,False,False
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10714976/,The Potential of Natural Compounds Regulating Autophagy in the Treatment of Osteoporosis,2023,No,False,False,False,False,False,False,False,False,False,False,False,False
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715313/,Advantages of omics approaches for elucidating metabolic changes in diabetic peripheral neuropathy,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10715672/,Vascular aging and cardiovascular disease: pathophysiology and measurement in the coronary arteries,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10716964/,Nano biomaterials based strategies for enhanced brain targeting in the treatment of neurodegenerative diseases: an up-to-date perspective,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10717903/,The stromal microenvironment and ovarian aging: mechanisms and therapeutic opportunities,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719307/,Network dynamical stability analysis reveals key “mallostatic” natural variables that erode homeostasis and drive age-related decline of health,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719446/,"Defusing the legal and ethical minefield of epigenetic applications in the military, defense, and security context",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10719858/,Global research trends and hot spots on autophagy and kidney diseases: a bibliometric analysis from 2000 to 2022,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10721326/,Mitochondria-sequestered Aβ renders synaptic mitochondria vulnerable in the elderly with a risk of Alzheimer disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10721613/,On the benefits of the tryptophan metabolite 3-hydroxyanthranilic acid in Caenorhabditis elegans and mouse aging,2023,"Yes, but not shown",False,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722203/,Comprehensive review on gene mutations contributing to dilated cardiomyopathy,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722476/,"Chronic stress-induced anxiety-like behavior, hippocampal oxidative, and endoplasmic reticulum stress are reversed by young plasma transfusion in aged adult rats",2024,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722742/,Parkinson’s disease and gut microbiota: from clinical to mechanistic and therapeutic studies,2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,False,False,False
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722804/,Pathophysiology of ion channels in amyotrophic lateral sclerosis,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722970/,Gut dysbiosis: Ecological causes and causative effects on human disease,2023,No,True,True,True,False,False,False,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10722989/,Exploring the anti-aging effects of fisetin in telomerase-deficient progeria mouse model,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10723383/,Somatic mutation as an explanation for epigenetic aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10723416/,Retroelement-Age Clocks: Epigenetic Age Captured by Human Endogenous Retrovirus and LINE-1 DNA methylation states,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10723445/,The role of mitochondria in sex- and age-specific gene expression in a species without sex chromosomes,2023,No,False,False,False,False,False,False,False,False,False,False,False,False
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10724066/,Refeeding-associated AMPKγ1 complex activity is a hallmark of health and longevity,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10724067/,Senolytic therapy alleviates physiological human brain aging and COVID-19 neuropathology,2023,No,False,False,False,False,False,False,False,False,True,True,True,False
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10724948/,Study protocol on effectiveness of yoga practice on composite biomarker age predictors (yBioAge) in an elderly Indian cohort- two-armed open label randomized controlled trial,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10725898/,Targeting the RAS/RAF/MAPK pathway for cancer therapy: from mechanism to clinical studies,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726039/,"Polyadenosine diphosphate-ribose polymerase inhibitors: advances, implications, and challenges in tumor radiotherapy sensitization",2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726137/,Corn silk polysaccharides attenuate diabetic nephropathy through restoration of the gut microbial ecosystem and metabolic homeostasis,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726551/,"Phase separations in oncogenesis, tumor progressions and metastasis: a glance from hallmarks of cancer",2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726594/,Role of mitochondrial fusion proteins MFN2 and OPA1 on lung cellular senescence in chronic obstructive pulmonary disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726799/,Age‐dependent changes in the gut microbiota and serum metabolome correlate with renal function and human aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726809/, 3D reconstruction of murine mitochondria reveals changes in structure during aging linked to the MICOS complex,2023,"Yes, but not shown",True,False,False,True,True,True,True,True,True,True,True,True
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726819/,Depletion of preexisting B‐cell lymphoma 2‐expressing senescent cells before vaccination impacts antigen‐specific antitumor immune responses in old mice,2023,No,True,False,True,True,False,True,False,False,True,False,False,False
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726832/, LEF1 isoforms regulate cellular senescence and aging,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726899/,Targeting the redox system for cardiovascular regeneration in aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10726910/, SIRT2 transgenic over‐expression does not impact lifespan in mice,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10728150/,Functional-metabolic coupling in distinct renal cell types coordinates organ-wide physiology and delays premature ageing,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10730108/,Basic Mechanisms of Immunometabolites in Shaping the Immune Response,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10730163/,"Understanding cellular senescence: pathways involved, therapeutics and longevity aiding",2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10730348/,Implications of cellular senescence in paediatric pituitary tumours,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10730937/,"Alzheimer’s disease: the role of extrinsic factors in its development, an investigation of the environmental enigma",2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,False,False,False
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10732214/,Integrated approach to reducing polypharmacy in older people: exploring the role of oxidative stress and antioxidant potential therapy,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10733517/,Biomarkers associated with the pathogenesis of Alzheimer’s disease,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10735022/,Dhr96[1] mutation and maternal tudor[1] mutation increase life span and reduce the beneficial effects of mifepristone in mated female Drosophila,2023,"Yes, but not shown",False,False,False,True,False,False,False,False,True,False,False,False
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10735085/,"Prediction of network pharmacology, molecular docking-based strategy, and vitro assays to determine potential pharmacological mechanism of Dioscoreae bulbiferae and Bruceae fructus against laryngocarcinoma",2023,"Yes, but not shown",False,False,False,False,False,False,False,False,False,True,False,False
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10735142/,An aging-related gene signature to predict the prognosis of hepatocellular carcinoma,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10738848/,LIVING LONGER WITH MODERATE AMOUNTS OF OXYGEN RADICALS IN FRUIT FLIES,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10739085/,Cellular senescence and kidney aging,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10739765/,WWP1 E3 ligase at the crossroads of health and disease,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10739845/,Unraveling the causal genes and transcriptomic determinants of human telomere length,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740440/,Oxidative Stress Induced by Lipotoxicity and Renal Hypoxia in Diabetic Kidney Disease and Possible Therapeutic Interventions: Targeting the Lipid Metabolism and Hypoxia,2023,"Yes, but not shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740609/,Food Polyphenols as Preventive Medicine,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740737/,Inflammation in Prostate Cancer: Exploring the Promising Role of Phenolic Compounds as an Innovative Therapeutic Approach,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740764/,Diet and Aging: The Role of Polyphenol-Rich Diets in Slow Down the Shortening of Telomeres: A Review,2023,No,True,True,True,True,True,True,True,True,True,True,False,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740837/,Metabolic Syndrome: A Narrative Review from the Oxidative Stress to the Management of Related Diseases,2023,No,True,True,True,True,True,True,True,True,True,True,False,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10740933/,"Lipofuscin, Its Origin, Properties, and Contribution to Retinal Fluorescence as a Potential Biomarker of Oxidative Damage to the Retina",2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741041/,Extracts and Scirpusin B from Recycled Seeds and Rinds of Passion Fruits (Passiflora edulis var. Tainung No. 1) Exhibit Improved Functions in Scopolamine-Induced Impaired-Memory ICR Mice,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741414/,Engagement of Mesenchymal Stromal Cells in the Remodeling of the Bone Marrow Microenvironment in Hematological Cancers,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741491/,From Chronodisruption to Sarcopenia: The Therapeutic Potential of Melatonin,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,False,True
T2620,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741501/,Inflammatory Pathways in Overweight and Obese Persons as a Potential Mechanism for Cognitive Impairment and Earlier Onset Alzeihmer’s Dementia in the General Population: A Narrative Review,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,False,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741531/,"Non-Intrinsic, Systemic Mechanisms of Cellular Senescence",2023,No,True,False,True,True,True,False,True,False,True,True,False,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741607/,Environmental and Genetic Traffic in the Journey from Sperm to Offspring,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,False,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741614/,Levels of Cell-Free DNA in Kidney Failure Patients before and after Renal Transplantation,2023,No,True,True,True,True,True,True,True,True,True,True,False,True
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10741690/,Mitochondrial Quality Control via Mitochondrial Unfolded Protein Response (mtUPR) in Ageing and Neurodegenerative Diseases,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742050/,Microglial Senescence and Activation in Healthy Aging and Alzheimer’s Disease: Systematic Review and Neuropathological Scoring,2023,No,True,True,True,True,True,True,True,True,True,True,False,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742095/,Lipophilic Statins Eliminate Senescent Endothelial Cells by inducing Anoikis-Related Cell Death,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742130/,Beyond the Basics: Unraveling the Complexity of Coronary Artery Calcification,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,False,True,True,False,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742131/,Age-Related Alternative Splicing: Driver or Passenger in the Aging Process?,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742414/,Agrocybe aegerita Polysaccharide Combined with Bifidobacterium lactis Bb-12 Attenuates Aging-Related Oxidative Stress and Restores Gut Microbiota,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742804/,Comparative Application of Terminal Restriction Fragment Analysis Tools to Large-Scale Genomic Assays,2023,"Yes, quantitatively shown",True,True,True,True,True,True,True,True,True,True,True,True
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10742877/,Out of the Silence: Insights into How Genes Escape X-Chromosome Inactivation,2023,No,True,True,True,True,True,True,True,True,True,True,True,True
