theory_id,paper_url,paper_name,paper_year
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10827563/,Thioredoxin (Trx): A redox target and modulator of cellular senescence and aging-related diseases,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10827639/,Beneficial Effects of Low-Grade Mitochondrial Stress on Metabolic Diseases and Aging,2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10827931/,A narrative review on inflammaging and late-onset hypogonadism,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10828146/,"Astaxanthin and meclizine extend lifespan in UM-HET3 male mice; fisetin, SG1002 (hydrogen sulfide donor), dimethyl fumarate, mycophenolic acid, and 4-phenylbutyrate do not significantly affect lifespan in either sex at the doses and schedules used",2023
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10828222/,The CEPH aging cohort and biobank: a valuable collection of biological samples from exceptionally long-lived French individuals and their offspring for longevity studies,2023
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10828240/,Interplay of body mass index and metabolic syndrome: association with physiological age from midlife to late-life,2023
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10828495/,Role of the kisspeptin-KISS1R axis in the pathogenesis of chronic kidney disease and uremic cardiomyopathy,2023
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10828820/,Remodeling of the Cardiac Extracellular Matrix Proteome During Chronological and Pathological Aging,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10829571/,XLI Annual Meeting of the Indian Academy of Neurosciences and International Conference on BRAIN: CHEMISTRY TO COGNITION,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10830172/,Down-expression of miR-494-3p in senescent osteocyte-derived exosomes inhibits osteogenesis and accelerates age-related bone loss via PTEN/PI3K/AKT pathway,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10830479/,Effect of aging on the human myometrium at single-cell resolution,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10833603/,Targeting Senescent Cells as Therapy for CKD,2023
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10834365/,Distinct baseline immune characteristics associated with responses to conjugated and unconjugated pneumococcal polysaccharide vaccines in older adults,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10834508/,Multifaceted roles of CCAR family proteins in the DNA damage response and cancer,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10834651/,"Application of adipose-derived stem cells in ischemic heart disease: theory, potency, and advantage",2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10834687/,Interaction between the microbiota and the skin barrier in aging skin: a comprehensive review,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10835255/,The molecular mechanism of aging and the role in neurodegenerative diseases,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10836605/,Mitophagy in Alzheimer’s Disease: A Bibliometric Analysis from 2007 to 2022,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10837346/,Extracellular Delivery of Functional Mitochondria Rescues the Dysfunction of CD4+ T Cells in Aging,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10837389/,Deciphering Immune Landscape Remodeling Unravels the Underlying Mechanism for Synchronized Muscle and Bone Aging,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10838959/,Extracellular vesicles as tools and targets in therapy for diseases,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10839002/,The functional role of cellular senescence during vascular calcification in chronic kidney disease,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10839115/,Aging differentially alters the transcriptome and landscape of chromatin accessibility in the male and female mouse hippocampus,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10839291/,The dual role of the DREAM/G2M pathway in non‐tumorigenic immortalization of senescent cells,2023
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10840211/,"The interplay between obesity, immunosenescence, and insulin resistance",2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10840360/,Redox changes and cellular senescence in Alzheimer's disease,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10840571/,Transcranial photobiomodulation for brain diseases: review of animal and human studies including mechanisms and emerging trends,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10841857/,Skeletal muscle TFEB signaling promotes central nervous system function and reduces neuroinflammation during aging and neurodegenerative disease,2023
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10844687/, Sex‐specific differences in telomere length of patients with primary knee osteoarthritis,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10844696/, C‐X‐C chemokine receptor type 4 promotes tubular cell senescence and renal fibrosis through β‐catenin‐inhibited fatty acid oxidation,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10844980/,"Mitochondrial network dynamics in pulmonary disease: Bridging the gap between inflammation, oxidative stress, and bioenergetics",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10846052/,3-N-butylphthalide attenuates neuroinflammation in rotenone-induced Parkinson’s disease models via the cGAS-STING pathway,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10847180/,Potential regulatory role of PGC-1α within the skeletal muscle during metabolic adaptations in response to high-fat diet feeding in animal models,2023
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10847233/,Progress in the study of aging marker criteria in human populations,2024
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10847301/,The impact of biomembranes and their dynamics on organismic aging: insights from a fungal aging model,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10847563/,Heart–brain interaction in cardiogenic dementia: pathophysiology and therapeutic potential,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10848692/,Bronchopulmonary Dysplasia and Cell Senescence: A Case of Old Lungs in Young Infants?,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10849391/,Sex- and region-specific cortical and hippocampal whole genome transcriptome profiles from control and APP/PS1 Alzheimer’s disease mice,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10850142/,Mitochondrial function in peripheral blood cells across the human lifespan,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10850296/,Glaucoma: from pathogenic mechanisms to retinal glial cell response to damage,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10850353/,Unlocking longevity: the role of telomeres and its targeting interventions,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10850396/,Role of traditional Chinese medicine in age-related macular degeneration: exploring the gut microbiota’s influence,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10850488/,Magnolol extends lifespan and improves age-related neurodegeneration in Caenorhabditis elegans via increase of stress resistance,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10851563/,Astragalus polysaccharides attenuate rat aortic endothelial senescence via regulation of the SIRT-1/p53 signaling pathway,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10851731/,Are Supra-Physiological Plant-Based Antioxidants Ready for the Clinic? A Scoping Review of Hormetic Influences Driving Positive Clinical Outcomes,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10851760/,Pharmacological and mechanistic aspects of quercetin in osteoporosis,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10853939/,Antiaging Strategies and Remedies: A Landscape of Research Progress and Promise,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10854156/,The role of extracellular vesicles in COPD and potential clinical value,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10854721/,Considering Caenorhabditis elegans Aging on a Temporal and Tissue Scale: The Case of Insulin/IGF-1 Signaling,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10854891/,The Contribution of Innate Immunity in Large-Vessel Vasculitis: Detangling New Pathomechanisms beyond the Onset of Vascular Inflammation,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855050/,Effect of Different Edible Trichosanthes Germplasm on Its Seed Oil to Enhance Antioxidant and Anti-Aging Activity in Caenorhabditis elegans,2024
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855218/,Effect of Selected Antioxidants on the In Vitro Aging of Human Fibroblasts,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855240/,Senotherapeutics to Counteract Senescent Cells Are Prominent Topics in the Context of Anti-Ageing Strategies,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855412/,"Stress, Allostatic Load, and Neuroinflammation: Implications for Racial and Socioeconomic Health Disparities in Glaucoma",2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855488/,Onco-Breastomics: An Eco-Evo-Devo Holistic Approach,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855900/,Age-Related Macular Degeneration and Mitochondria-Associated Autoantibodies: A Review of the Specific Pathogenesis and Therapeutic Strategies,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10855977/,"Telomere Length, Mitochondrial DNA, and Micronucleus Yield in Response to Oxidative Stress in Peripheral Blood Mononuclear Cells",2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10856357/,To Be Frail or Not to Be Frail: This Is the Question—A Critical Narrative Review of Frailty,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10856527/,"Extra-Virgin Olive Oil in Alzheimer’s Disease: A Comprehensive Review of Cellular, Animal, and Clinical Studies",2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10856537/,Biological and Physical Performance Markers for Early Detection of Cognitive Impairment in Older Adults,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10856659/,Electrospun Nanofibers Encapsulated with Natural Products:  A Novel Strategy to Counteract Skin Aging,2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10857325/,Vitamin D and Aging: Central Role of Immunocompetence,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10858163/,Exploring the future adult vaccine landscape—crowded schedules and new dynamics,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10858335/, Meta‐analysis on the impact of immune senescence: Unravelling the interplay in cutaneous wound healing and lung cancer progression,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10859025/,PFKFB3 in neovascular eye disease: unraveling mechanisms and exploring therapeutic strategies,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10859856/,Gene expression meta-analysis reveals aging and cellular senescence signatures in scleroderma-associated interstitial lung disease,2024
T6004,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10859874/,Iron scavenging and suppression of collagen cross-linking underlie antifibrotic effects of carnosine in the heart with obesity,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10859967/,SIRT3 Activation a Promise in Drug Development? New Insights into SIRT3 Biology and Its Implications on the Drug Discovery Process,2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861193/,DNA repair‐deficient premature aging models display accelerated epigenetic age,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861194/,Endothelial cell‐specific reduction in mTOR ameliorates age‐related arterial and metabolic dysfunction,2023
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861195/,Partial cellular reprogramming: A deep dive into an emerging rejuvenation technology,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861196/,Calorie restriction reduces biomarkers of cellular senescence in humans,2023
T2620,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861212/,Network‐based cytokine inference implicates Oncostatin M as a driver of an inflammation phenotype in knee osteoarthritis,2023
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861215/,Aging in the dermis: Fibroblast senescence and its significance,2023
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861606/,"Dysregulation of acyl carnitines, pentose phosphate pathway and arginine and ornithine metabolism are associated with decline in intrinsic capacity in Chinese older adults",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10861688/,Ferroptosis regulation through Nrf2 and implications for neurodegenerative diseases,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10863220/,The double burden: type 1 diabetes and heart failure—a comprehensive review,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10863452/,Differential age-related transcriptomic analysis of ovarian granulosa cells in Kazakh horses,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10864342/,Nuclear Phosphoproteome Reveals Prolyl Isomerase PIN1 as a Modulator of Oncogene-Induced Senescence,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10864602/,"Prevalence, cognitive characteristics, and influencing factors of amnestic mild cognitive impairment among older adults residing in an urban community in Chengdu, China",2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10866415/,"Epigenetic drift underlies epigenetic clock signals, but displays distinct responses to lifespan interventions, development, and cellular dedifferentiation",2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10866841/,Immune receptors and aging brain,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10867108/,S100A8 is a prognostic signature and associated with immune response in diffuse large B-cell lymphoma,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10867193/,A silver bullet for ageing medicine?: clinical relevance of T-cell checkpoint receptors in normal human ageing,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10867256/,"Unraveling lipid and inflammation interplay in cancer, aging and infection for novel theranostic approaches",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10867257/,The mechanism of gut-lung axis in pulmonary fibrosis,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10867565/,The role of microbiomes in gastrointestinal cancers: new insights,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10868121/,Autophagy-modulating biomaterials: multifunctional weapons to promote tissue regeneration,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10869569/,Applications of Raman spectroscopy in the diagnosis and monitoring of neurodegenerative diseases,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10869798/,Microbiota–gut–brain axis and its therapeutic applications in neurodegenerative diseases,2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10869857/,Global scientific trends in research of epigenetic response to exercise: A bibliometric analysis,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10870139/,"Persistent inflammation, immunosuppression, and catabolism syndrome (PICS): a review of definitions, potential therapies, and research priorities",2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10871368/,Increased Frequency of Clonal Hematopoiesis of Indeterminate Potential in Bloom Syndrome Probands and Carriers,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10871702/,Autophagy Determines Distinct Cell Fates in Human Amnion and Chorion Cells,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10873425/,Pro-ferroptotic signaling promotes arterial aging via vascular smooth muscle cell senescence,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10874461/,Insights and implications of sexual dimorphism in osteoporosis,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10874500/,Clinically Actionable Topical Strategies for Addressing the Hallmarks of Skin Aging: A Primer for Aesthetic Medicine Practitioners,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10876076/,"Proteomic Analysis of the Senescence-Associated Secretory Phenotype: GDF-15, IGFBP-2, and Cystatin-C Are Associated With Multiple Aging Traits",2023
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10876263/,Aryl hydrocarbon receptor: Linking environment to aging process in elderly patients with asthma,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10877222/,Behind the Mask: Parkinson's Disease and Depression,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10877780/,Emerging role of senescent microglia in brain aging-related neurodegenerative diseases,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10878147/,Polyphenols Targeting NF-κB Pathway in Neurological Disorders: What We Know So Far?,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10878156/,Sirtuin 4 (Sirt4) downregulation contributes to chondrocyte senescence and osteoarthritis via mediating mitochondrial dysfunction,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10878767/,Telomere length and TERT polymorphisms as biomarkers in asbestos-related diseases,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10879164/,Fasting-mimicking diet causes hepatic and blood markers changes indicating reduced biological age and disease risk,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10879929/,Challenges and opportunities in cell expansion for cultivated meat,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10880003/,How cy pres promotes transdisciplinary convergence science: an academic health center for women’s cardiovascular and brain health,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10880081/,Senotherapeutics: Different approaches of discovery and development,2023
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10880452/,Emerging role of antidiabetic drugs in cardiorenal protection,2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10880763/,Alcohol use and the pain system,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10881867/,Neuroinflammation and schizophrenia – is there a link?,2024
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10882010/,Isolation of circulating endothelial cells provides tool to determine endothelial cell senescence in blood samples,2024
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10882326/,Associations of combined phenotypic ageing and genetic risk with incidence of chronic respiratory diseases in the UK Biobank: a prospective cohort study,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10882764/,HDL levels modulate the impact of type 2 diabetes susceptibility alleles in older adults,2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10882811/,Distinct intestinal microbial signatures linked to accelerated systemic and intestinal biological aging,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10883269/,YTHDC1 delays cellular senescence and pulmonary fibrosis by activating ATR in an m6A-independent manner,2023
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10883852/,Cellular senescence: Neither irreversible nor reversible,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10883971/,Alternative Wnt-signaling axis leads to a break of oncogene-induced senescence,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884323/,"Gut microbiota, nutrition, and mental health",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884328/,"Mitochondrial bioenergetics, metabolism, and beyond in pancreatic β-cells and diabetes",2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10884806/,Ginseng-Sanqi-Chuanxiong (GSC) extracts attenuate d-galactose-induced vascular aging in mice via inhibition of endothelial progenitor cells senescence,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885129/,Phenolic Compounds of Therapeutic Interest in Neuroprotection,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885348/,Infection risk by oral contamination does not induce immune priming in the mealworm beetle (Tenebrio molitor) but triggers behavioral and physiological responses,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885667/,Dying to Defend: Neutrophil Death Pathways and their Implications in Immunity,2023
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10885965/,Antimicrobial Agent Use for Urinary Tract Infection in Long-Term Care Facilities in Spain: Results from a Retrospective Analytical Cohort Analysis,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886007/,"New Insights into Antioxidant Peptides: An Overview of Efficient Screening, Evaluation Models, Molecular Mechanisms, and Applications",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886126/,A Combinational Therapy for Preventing and Delaying the Onset of Alzheimer’s Disease: A Focus on Probiotic and Vitamin Co-Supplementation,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886154/,Mitochondrial Dysfunction in Endothelial Progenitor Cells: Unraveling Insights from Vascular Endothelial Cells,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886231/,Butein Increases Resistance to Oxidative Stress and Lifespan with Positive Effects on the Risk of Age-Related Diseases in Caenorhabditis elegans,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886272/,High-Fat Diet-Induced Obesity Increases Brain Mitochondrial Complex I and Lipoxidation-Derived Protein Damage,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886358/,Reactive Carbonyl Species and Protein Lipoxidation in Atherogenesis,2024
T6004,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886484/,Combination of Anti-Angiogenics and Immunotherapies in Renal Cell Carcinoma Show Their Limits: Targeting Fibrosis to Break through the Glass Ceiling?,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886506/,Revealing the Complexity of Fatigue: A Review of the Persistent Challenges and Promises of Artificial Intelligence,2024
T9512,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886573/,Biomarkers of Oxidative and Radical Stress,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886734/,Alzheimer’s Amyloid-β Accelerates Cell Senescence and Suppresses SIRT1 in Human Neural Stem Cells,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886764/,Trans Species RNA Activity: Sperm RNA of the Father of an Autistic Child Programs Glial Cells and Behavioral Disorders in Mice,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886786/,Mitochondrial Dysfunction and Protein Homeostasis in Aging: Insights from a Premature-Aging Mouse Model,2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886797/,A Review: Multi-Omics Approach to Studying the Association between Ionizing Radiation Effects on Biological Aging,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886841/,Mitochondria-Targeted Catalase Does Not Suppress Development of Cellular Senescence during Aging,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886899/,Cutaneous Redox Senescence,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10886919/,"Cellular Senescence, Mitochondrial Dysfunction, and Their Link to Cardiovascular Disease",2024
T7395,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887030/,"Structures of Toxic Advanced Glycation End-Products Derived from Glyceraldehyde, A Sugar Metabolite",2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887045/,Current Status and Future Prospects of Stem Cell Therapy for Infertile Patients with Premature Ovarian Insufficiency,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887164/,Pathogenesis of DJ-1/PARK7-Mediated Parkinson’s Disease,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887369/,Inhibition of miR-143-3p Restores Blood–Testis Barrier Function and Ameliorates Sertoli Cell Senescence,2024
T6004,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887446/,"Phenotypic Heterogeneity, Bidirectionality, Universal Cues, Plasticity, Mechanics, and the Tumor Microenvironment Drive Cancer Metastasis",2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10887832/,The Potential Effects of Dietary Antioxidants in Obesity: A Comprehensive Review of the Literature,2024
T2620,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10888326/,Firefighter Health: A Narrative Review of Occupational Threats and Countermeasures,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10888576/,Parkinson’s Disease: Cells Succumbing to Lifelong Dopamine-Related Oxidative Stress and Other Bioenergetic Challenges,2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889087/,Inflammation in Development and Aging: Insights from the Zebrafish Model,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889119/,The Potential Use of Vitamin D3 and Phytochemicals for Their Anti-Ageing Effects,2024
T1455,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889126/,Antioxidants in Photoaging: From Molecular Insights to Clinical Applications,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889199/,Endothelial Senescence: From Macro- to Micro-Vasculature and Its Implications on Cardiovascular Health,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889342/,"Unraveling the Genetic Landscape of Neurological Disorders: Insights into Pathogenesis, Techniques for Variant Identification, and Therapeutic Approaches",2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889768/,Special Issue “Role of Apoptosis and Cellular Senescence in Cancer and Aging”,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10889819/,Changes in Cells Associated with Insulin Resistance,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10890710/,Epigenetics in Knee Osteoarthritis: A 2020–2023 Update Systematic Review,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10891841/,Dendrobium Nobile Alcohol Extract Extends the Lifespan of Caenorhabditis elegans via hsf-1 and daf-16,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10892939/,Magnesium and the Hallmarks of Aging,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10893126/,B Cells Dynamic in Aging and the Implications of Nutritional Regulation,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10893559/,Epigenetic modifications in obesity‐associated diseases,2024
T0259,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10894070/,Is Aging a Disease? A Critical Review Within the Framework of Ageism,2024
T2849,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10894287/,Reducing the metabolic burden of rRNA synthesis promotes healthy longevity in Caenorhabditis elegans,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10895298/,Roles and inhibitors of FAK in cancer: current advances and future directions,2024
T7381,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10895753/,Epigenetic aging in older people living with HIV in Eswatini: a pilot study of HIV and lifestyle factors and epigenetic aging,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10896161/,Angelica keiskei water extract Mitigates Age-Associated Physiological Decline in Mice,2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10896381/,Epigenetic erosion of H4K20me1 induced by inflammation drives aged stem cell ferroptosis,2024
T9826,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10896920/,Long-term space missions’ effects on the human organism: what we do know and what requires further research,2024
T2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10896971/,T cell senescence: a new perspective on immunotherapy in lung cancer,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10897167/,Aging impairs the osteocytic regulation of collagen integrity and bone quality,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10897203/,The DDHD2-STXBP1 interaction mediates long-term memory via generation of saturated free fatty acids,2024
T9545,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10898761/,A unified framework for evolutionary genetic and physiological theories of aging,2024
T7305,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10899265/,Metabolic memory: mechanisms and diseases,2024
T6362,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10900419/,Research progress of procyanidins in repairing cartilage injury after anterior cruciate ligament tear,2024
